"hh","state","source","value","year","sname"
"hh3","29","hdivval",164720772.52,2015,"missouri"
"hh4","29","hdivval",872598508.47,2015,"missouri"
"hh5","29","hdivval",1963160057.18,2015,"missouri"
"hh1","30","hdivval",14651217.8,2015,"montana"
"hh2","30","hdivval",29462670.26,2015,"montana"
"hh3","30","hdivval",19437657.58,2015,"montana"
"hh4","30","hdivval",145620346.42,2015,"montana"
"hh5","30","hdivval",117674857.44,2015,"montana"
"hh1","31","hdivval",8829611.71,2015,"nebraska"
"hh2","31","hdivval",66703037.62,2015,"nebraska"
"hh3","31","hdivval",64603251.22,2015,"nebraska"
"hh4","31","hdivval",149374200.37,2015,"nebraska"
"hh5","31","hdivval",222272918.18,2015,"nebraska"
"hh1","32","hdivval",13174685.83,2015,"nevada"
"hh2","32","hdivval",58569064.51,2015,"nevada"
"hh3","32","hdivval",30296365.22,2015,"nevada"
"hh4","32","hdivval",88073304.59,2015,"nevada"
"hh5","32","hdivval",393096000.45,2015,"nevada"
"hh1","33","hdivval",6185899.24,2015,"new hampshire"
"hh2","33","hdivval",31934549.74,2015,"new hampshire"
"hh3","33","hdivval",28305016.14,2015,"new hampshire"
"hh4","33","hdivval",185057697.97,2015,"new hampshire"
"hh5","33","hdivval",455593437.12,2015,"new hampshire"
"hh1","34","hdivval",26951339.39,2015,"new jersey"
"hh2","34","hdivval",168149564.52,2015,"new jersey"
"hh3","34","hdivval",141464198.72,2015,"new jersey"
"hh4","34","hdivval",1053201093.47,2015,"new jersey"
"hh5","34","hdivval",2079976827.39,2015,"new jersey"
"hh1","35","hdivval",7884968.04,2015,"new mexico"
"hh2","35","hdivval",32620879.47,2015,"new mexico"
"hh3","35","hdivval",15925982.17,2015,"new mexico"
"hh4","35","hdivval",229961859.14,2015,"new mexico"
"hh5","35","hdivval",104928342.08,2015,"new mexico"
"hh1","36","hdivval",50819263.98,2015,"new york"
"hh2","36","hdivval",274190215.82,2015,"new york"
"hh3","36","hdivval",316144482.5,2015,"new york"
"hh4","36","hdivval",1787912472.23,2015,"new york"
"hh5","36","hdivval",4569573053.41,2015,"new york"
"hh1","37","hdivval",38578767.37,2015,"north carolina"
"hh2","37","hdivval",124377074.26,2015,"north carolina"
"hh3","37","hdivval",138902002.95,2015,"north carolina"
"hh4","37","hdivval",913057643.97,2015,"north carolina"
"hh5","37","hdivval",2438994201.17,2015,"north carolina"
"hh1","38","hdivval",2878087.41,2015,"north dakota"
"hh2","38","hdivval",8642504.06,2015,"north dakota"
"hh3","38","hdivval",36981985.31,2015,"north dakota"
"hh4","38","hdivval",70599644.3,2015,"north dakota"
"hh5","38","hdivval",98052324.25,2015,"north dakota"
"hh1","39","hdivval",53611100.56,2015,"ohio"
"hh2","39","hdivval",136053890.41,2015,"ohio"
"hh3","39","hdivval",517881935.34,2015,"ohio"
"hh4","39","hdivval",977740672.28,2015,"ohio"
"hh5","39","hdivval",1071298082.78,2015,"ohio"
"hh1","40","hdivval",3664068.74,2015,"oklahoma"
"hh2","40","hdivval",57161016.31,2015,"oklahoma"
"hh3","40","hdivval",71714863.16,2015,"oklahoma"
"hh4","40","hdivval",210004924.44,2015,"oklahoma"
"hh5","40","hdivval",219444718.24,2015,"oklahoma"
"hh1","41","hdivval",25386016.61,2015,"oregon"
"hh2","41","hdivval",98800598.62,2015,"oregon"
"hh3","41","hdivval",100057575.25,2015,"oregon"
"hh4","41","hdivval",466952299.36,2015,"oregon"
"hh5","41","hdivval",586621228.93,2015,"oregon"
"hh1","42","hdivval",41777268.24,2015,"pennsylvania"
"hh2","42","hdivval",213604757.33,2015,"pennsylvania"
"hh3","42","hdivval",467583202.55,2015,"pennsylvania"
"hh4","42","hdivval",2022969422.18,2015,"pennsylvania"
"hh5","42","hdivval",3703592766.36,2015,"pennsylvania"
"hh1","44","hdivval",958.58,2015,"rhode island"
"hh2","44","hdivval",3328259.92,2015,"rhode island"
"hh3","44","hdivval",16640417.38,2015,"rhode island"
"hh4","44","hdivval",97198182.46,2015,"rhode island"
"hh5","44","hdivval",169644679.13,2015,"rhode island"
"hh1","45","hdivval",31296032.08,2015,"south carolina"
"hh2","45","hdivval",65955630.21,2015,"south carolina"
"hh3","45","hdivval",143599229.06,2015,"south carolina"
"hh4","45","hdivval",540550309.48,2015,"south carolina"
"hh5","45","hdivval",590853292.06,2015,"south carolina"
"hh1","46","hdivval",14883000.32,2015,"south dakota"
"hh2","46","hdivval",10992333.49,2015,"south dakota"
"hh3","46","hdivval",21885377.53,2015,"south dakota"
"hh4","46","hdivval",57162888.03,2015,"south dakota"
"hh5","46","hdivval",92243714.08,2015,"south dakota"
"hh1","47","hdivval",46785734.28,2015,"tennessee"
"hh2","47","hdivval",159887399.34,2015,"tennessee"
"hh3","47","hdivval",234461642.32,2015,"tennessee"
"hh4","47","hdivval",676695146.02,2015,"tennessee"
"hh5","47","hdivval",765977609.02,2015,"tennessee"
"hh1","48","hdivval",122717918.59,2015,"texas"
"hh2","48","hdivval",275136916.55,2015,"texas"
"hh3","48","hdivval",411038355.39,2015,"texas"
"hh4","48","hdivval",1117857569.49,2015,"texas"
"hh5","48","hdivval",4116208677.94,2015,"texas"
"hh1","49","hdivval",5806767.34,2015,"utah"
"hh2","49","hdivval",6143083.92,2015,"utah"
"hh3","49","hdivval",29971621.74,2015,"utah"
"hh4","49","hdivval",291727966.92,2015,"utah"
"hh5","49","hdivval",195946093.1,2015,"utah"
"hh1","50","hdivval",3258900.66,2015,"vermont"
"hh2","50","hdivval",21494418.66,2015,"vermont"
"hh3","50","hdivval",39123498.9,2015,"vermont"
"hh4","50","hdivval",57170769.21,2015,"vermont"
"hh5","50","hdivval",97961821.72,2015,"vermont"
"hh1","51","hdivval",96248126.56,2015,"virginia"
"hh2","51","hdivval",213748917,2015,"virginia"
"hh3","51","hdivval",102365453.97,2015,"virginia"
"hh4","51","hdivval",1005128727.36,2015,"virginia"
"hh5","51","hdivval",1078484689.47,2015,"virginia"
"hh1","53","hdivval",42961722.4,2015,"washington"
"hh2","53","hdivval",109553136.41,2015,"washington"
"hh3","53","hdivval",283787460.15,2015,"washington"
"hh4","53","hdivval",1345358179.68,2015,"washington"
"hh5","53","hdivval",2634029668.08,2015,"washington"
"hh1","54","hdivval",8953360.69,2015,"west virginia"
"hh2","54","hdivval",21251958.06,2015,"west virginia"
"hh3","54","hdivval",36239497.57,2015,"west virginia"
"hh4","54","hdivval",62658163.71,2015,"west virginia"
"hh5","54","hdivval",47214845.37,2015,"west virginia"
"hh1","55","hdivval",3605958.34,2015,"wisconsin"
"hh2","55","hdivval",151011798.58,2015,"wisconsin"
"hh3","55","hdivval",111684905.39,2015,"wisconsin"
"hh4","55","hdivval",440993918.74,2015,"wisconsin"
"hh5","55","hdivval",535724066.27,2015,"wisconsin"
"hh1","56","hdivval",2570839.48,2015,"wyoming"
"hh2","56","hdivval",9291111.15,2015,"wyoming"
"hh3","56","hdivval",23513190.05,2015,"wyoming"
"hh4","56","hdivval",42673978.92,2015,"wyoming"
"hh5","56","hdivval",113779228.71,2015,"wyoming"
"hh1","0","hrntval",1702561912.44,2015,"united states"
"hh2","0","hrntval",6219040740.17,2015,"united states"
"hh3","0","hrntval",8204938719.97,2015,"united states"
"hh4","0","hrntval",30758231124.26,2015,"united states"
"hh5","0","hrntval",46446229076.61,2015,"united states"
"hh1","1","hrntval",-4813143.9,2015,"alabama"
"hh2","1","hrntval",25108351.64,2015,"alabama"
"hh3","1","hrntval",62095112.39,2015,"alabama"
"hh4","1","hrntval",62360392.18,2015,"alabama"
"hh5","1","hrntval",438050170.55,2015,"alabama"
"hh1","2","hrntval",15616244.34,2015,"alaska"
"hh2","2","hrntval",20344762,2015,"alaska"
"hh3","2","hrntval",23329302.44,2015,"alaska"
"hh4","2","hrntval",48430984.7,2015,"alaska"
"hh5","2","hrntval",137178070.37,2015,"alaska"
"hh1","4","hrntval",22074963.04,2015,"arizona"
"hh2","4","hrntval",85510855.27,2015,"arizona"
"hh3","4","hrntval",36452071.09,2015,"arizona"
"hh4","4","hrntval",694770615.07,2015,"arizona"
"hh5","4","hrntval",2030956618.26,2015,"arizona"
"hh1","5","hrntval",707799.72,2015,"arkansas"
"hh2","5","hrntval",43784713.59,2015,"arkansas"
"hh3","5","hrntval",129034361.11,2015,"arkansas"
"hh4","5","hrntval",105895765.1,2015,"arkansas"
"hh5","5","hrntval",252942231.6,2015,"arkansas"
"hh1","6","hrntval",331900112.09,2015,"california"
"hh2","6","hrntval",794759053.57,2015,"california"
"hh3","6","hrntval",1022617469.89,2015,"california"
"hh4","6","hrntval",4313630782.38,2015,"california"
"hh5","6","hrntval",9060078636.66,2015,"california"
"hh1","8","hrntval",21837424.25,2015,"colorado"
"hh2","8","hrntval",36344571.77,2015,"colorado"
"hh3","8","hrntval",340383382.64,2015,"colorado"
"hh4","8","hrntval",544402932.77,2015,"colorado"
"hh5","8","hrntval",1176478832.73,2015,"colorado"
"hh1","9","hrntval",18682142,2015,"connecticut"
"hh2","9","hrntval",133449878,2015,"connecticut"
"hh3","9","hrntval",-46980468.04,2015,"connecticut"
"hh4","9","hrntval",333201639.29,2015,"connecticut"
"hh5","9","hrntval",495417525.99,2015,"connecticut"
"hh1","10","hrntval",14851234.97,2015,"delaware"
"hh2","10","hrntval",7532639.56,2015,"delaware"
"hh3","10","hrntval",48344033.15,2015,"delaware"
"hh4","10","hrntval",204490331.14,2015,"delaware"
"hh5","10","hrntval",52106744.75,2015,"delaware"
"hh1","11","hrntval",1925440.38,2015,"district of columbia"
"hh2","11","hrntval",23755301.8,2015,"district of columbia"
"hh3","11","hrntval",13527527.65,2015,"district of columbia"
"hh4","11","hrntval",60004925.33,2015,"district of columbia"
"hh5","11","hrntval",227882067.76,2015,"district of columbia"
"hh1","12","hrntval",-9403924.06,2015,"florida"
"hh2","12","hrntval",178759935.33,2015,"florida"
"hh3","12","hrntval",326255510.54,2015,"florida"
"hh4","12","hrntval",1645209523.19,2015,"florida"
"hh5","12","hrntval",1375956183.35,2015,"florida"
"hh1","13","hrntval",82142708,2015,"georgia"
"hh2","13","hrntval",68934056.1,2015,"georgia"
"hh3","13","hrntval",210929334.84,2015,"georgia"
"hh4","13","hrntval",351786886.41,2015,"georgia"
"hh5","13","hrntval",745941193.87,2015,"georgia"
"hh1","15","hrntval",-14796372.44,2015,"hawaii"
"hh2","15","hrntval",12329155.26,2015,"hawaii"
"hh3","15","hrntval",46138481.95,2015,"hawaii"
"hh4","15","hrntval",186983499.55,2015,"hawaii"
"hh5","15","hrntval",373681206.21,2015,"hawaii"
"hh1","16","hrntval",11624926.39,2015,"idaho"
"hh2","16","hrntval",71816658.89,2015,"idaho"
"hh3","16","hrntval",138480988.73,2015,"idaho"
"hh4","16","hrntval",424320926.07,2015,"idaho"
"hh5","16","hrntval",236128909.37,2015,"idaho"
"hh1","17","hrntval",24507930.67,2015,"illinois"
"hh2","17","hrntval",354143445.76,2015,"illinois"
"hh3","17","hrntval",468420112.28,2015,"illinois"
"hh4","17","hrntval",1266714516.91,2015,"illinois"
"hh5","17","hrntval",1705702020.09,2015,"illinois"
"hh1","18","hrntval",78240465.68,2015,"indiana"
"hh2","18","hrntval",49778070,2015,"indiana"
"hh3","18","hrntval",93085400,2015,"indiana"
"hh4","18","hrntval",989858373.82,2015,"indiana"
"hh5","18","hrntval",530137939.19,2015,"indiana"
"hh1","19","hrntval",3120221.66,2015,"iowa"
"hh2","19","hrntval",149973630.1,2015,"iowa"
"hh3","19","hrntval",190198904,2015,"iowa"
"hh4","19","hrntval",1536491285.08,2015,"iowa"
"hh5","19","hrntval",804412876.31,2015,"iowa"
"hh1","20","hrntval",13291301.37,2015,"kansas"
"hh2","20","hrntval",30940277.59,2015,"kansas"
"hh3","20","hrntval",37351144.09,2015,"kansas"
"hh4","20","hrntval",348900156.41,2015,"kansas"
"hh5","20","hrntval",445120257.81,2015,"kansas"
"hh1","21","hrntval",-4403320,2015,"kentucky"
"hh2","21","hrntval",55440528.38,2015,"kentucky"
"hh3","21","hrntval",31242917.54,2015,"kentucky"
"hh4","21","hrntval",236181268.37,2015,"kentucky"
"hh5","21","hrntval",709688814.58,2015,"kentucky"
"hh1","22","hrntval",88349947.65,2015,"louisiana"
"hh2","22","hrntval",112610881.77,2015,"louisiana"
"hh3","22","hrntval",98553870.73,2015,"louisiana"
"hh4","22","hrntval",522291649.97,2015,"louisiana"
"hh5","22","hrntval",504056365.55,2015,"louisiana"
"hh1","23","hrntval",16591214.33,2015,"maine"
"hh2","23","hrntval",37885383.61,2015,"maine"
"hh3","23","hrntval",41810842,2015,"maine"
"hh4","23","hrntval",116331838.25,2015,"maine"
"hh5","23","hrntval",183988671.7,2015,"maine"
"hh1","24","hrntval",41283584.78,2015,"maryland"
"hh2","24","hrntval",21394923.45,2015,"maryland"
"hh3","24","hrntval",121453010.93,2015,"maryland"
"hh4","24","hrntval",467610789.43,2015,"maryland"
"hh5","24","hrntval",230370811.09,2015,"maryland"
"hh1","25","hrntval",42295039.65,2015,"massachusetts"
"hh2","25","hrntval",82876943.15,2015,"massachusetts"
"hh3","25","hrntval",240889461.45,2015,"massachusetts"
"hh4","25","hrntval",700555222.05,2015,"massachusetts"
"hh5","25","hrntval",759971195.09,2015,"massachusetts"
"hh1","26","hrntval",90558281.61,2015,"michigan"
"hh2","26","hrntval",316041696.49,2015,"michigan"
"hh3","26","hrntval",238741874.89,2015,"michigan"
"hh4","26","hrntval",728796960.78,2015,"michigan"
"hh5","26","hrntval",1573625049.98,2015,"michigan"
"hh1","27","hrntval",28048111.8,2015,"minnesota"
"hh2","27","hrntval",114782625.29,2015,"minnesota"
"hh3","27","hrntval",494812101.64,2015,"minnesota"
"hh4","27","hrntval",1063011106.2,2015,"minnesota"
"hh5","27","hrntval",656288520.29,2015,"minnesota"
"hh1","28","hrntval",19312778.14,2015,"mississippi"
"hh2","28","hrntval",23539251.99,2015,"mississippi"
"hh3","28","hrntval",20722282.2,2015,"mississippi"
"hh4","28","hrntval",48988417.73,2015,"mississippi"
"hh5","28","hrntval",95801336.5,2015,"mississippi"
"hh1","29","hrntval",1652216.4,2015,"missouri"
"hh2","29","hrntval",170011964.47,2015,"missouri"
"hh3","29","hrntval",200911422.7,2015,"missouri"
"hh4","29","hrntval",563487450.92,2015,"missouri"
"hh5","29","hrntval",408083373.6,2015,"missouri"
"hh1","30","hrntval",7000670.52,2015,"montana"
"hh2","30","hrntval",30838604.81,2015,"montana"
"hh3","30","hrntval",18273753.82,2015,"montana"
"hh4","30","hrntval",172576641.98,2015,"montana"
"hh5","30","hrntval",200165637.62,2015,"montana"
"hh1","31","hrntval",49245455.53,2015,"nebraska"
"hh2","31","hrntval",51225608.22,2015,"nebraska"
"hh3","31","hrntval",88724531.96,2015,"nebraska"
"hh4","31","hrntval",223213090.63,2015,"nebraska"
"hh5","31","hrntval",199075911.5,2015,"nebraska"
"hh1","32","hrntval",-10579046.93,2015,"nevada"
"hh2","32","hrntval",111678967.46,2015,"nevada"
"hh3","32","hrntval",4776156.45,2015,"nevada"
"hh4","32","hrntval",126353544.67,2015,"nevada"
"hh5","32","hrntval",118896125.76,2015,"nevada"
"hh1","33","hrntval",-4156632.54,2015,"new hampshire"
"hh2","33","hrntval",37603045.58,2015,"new hampshire"
"hh3","33","hrntval",16948581.38,2015,"new hampshire"
"hh4","33","hrntval",91190265.8,2015,"new hampshire"
"hh5","33","hrntval",350452880.51,2015,"new hampshire"
"hh1","34","hrntval",23148060,2015,"new jersey"
"hh2","34","hrntval",240267008.4,2015,"new jersey"
"hh3","34","hrntval",237573741,2015,"new jersey"
"hh4","34","hrntval",475326926.09,2015,"new jersey"
"hh5","34","hrntval",753153791.13,2015,"new jersey"
"hh1","35","hrntval",4559840.8,2015,"new mexico"
"hh2","35","hrntval",38539053.08,2015,"new mexico"
"hh3","35","hrntval",15571123.09,2015,"new mexico"
"hh4","35","hrntval",227805382.22,2015,"new mexico"
"hh5","35","hrntval",253913085.03,2015,"new mexico"
"hh1","36","hrntval",69242771.49,2015,"new york"
"hh2","36","hrntval",678830783.89,2015,"new york"
"hh3","36","hrntval",537555600.66,2015,"new york"
"hh4","36","hrntval",2059617439.57,2015,"new york"
"hh5","36","hrntval",3445180794.49,2015,"new york"
"hh1","37","hrntval",52537612.61,2015,"north carolina"
"hh2","37","hrntval",152703065.78,2015,"north carolina"
"hh3","37","hrntval",151793852.51,2015,"north carolina"
"hh4","37","hrntval",414197524.02,2015,"north carolina"
"hh5","37","hrntval",2608831969.57,2015,"north carolina"
"hh1","38","hrntval",8480308.27,2015,"north dakota"
"hh2","38","hrntval",42693521.94,2015,"north dakota"
"hh3","38","hrntval",51861272.56,2015,"north dakota"
"hh4","38","hrntval",167010864.98,2015,"north dakota"
"hh5","38","hrntval",154436558.18,2015,"north dakota"
"hh1","39","hrntval",60950809.28,2015,"ohio"
"hh2","39","hrntval",130402900.57,2015,"ohio"
"hh3","39","hrntval",167006331.38,2015,"ohio"
"hh4","39","hrntval",1015389524.06,2015,"ohio"
"hh5","39","hrntval",1903502288.06,2015,"ohio"
"hh1","40","hrntval",35635448.26,2015,"oklahoma"
"hh2","40","hrntval",97633049.88,2015,"oklahoma"
"hh3","40","hrntval",76175844.28,2015,"oklahoma"
"hh4","40","hrntval",346567522.68,2015,"oklahoma"
"hh5","40","hrntval",329478517.7,2015,"oklahoma"
"hh1","41","hrntval",24673803.22,2015,"oregon"
"hh2","41","hrntval",100503830.66,2015,"oregon"
"hh3","41","hrntval",206982414.92,2015,"oregon"
"hh4","41","hrntval",589184202.31,2015,"oregon"
"hh5","41","hrntval",1040763733.54,2015,"oregon"
"hh1","42","hrntval",35610233.3,2015,"pennsylvania"
"hh2","42","hrntval",287509192.21,2015,"pennsylvania"
"hh3","42","hrntval",395243559.11,2015,"pennsylvania"
"hh4","42","hrntval",966936765.04,2015,"pennsylvania"
"hh5","42","hrntval",406403564.59,2015,"pennsylvania"
"hh1","44","hrntval",-9616671.96,2015,"rhode island"
"hh2","44","hrntval",23832768.38,2015,"rhode island"
"hh3","44","hrntval",69462900,2015,"rhode island"
"hh4","44","hrntval",95761632.26,2015,"rhode island"
"hh5","44","hrntval",8255580,2015,"rhode island"
"hh1","45","hrntval",26767410.81,2015,"south carolina"
"hh2","45","hrntval",53450258.42,2015,"south carolina"
"hh3","45","hrntval",322353411.91,2015,"south carolina"
"hh4","45","hrntval",304396262.59,2015,"south carolina"
"hh5","45","hrntval",616511111.68,2015,"south carolina"
"hh1","46","hrntval",9300813.17,2015,"south dakota"
"hh2","46","hrntval",53272673.91,2015,"south dakota"
"hh3","46","hrntval",88215008.15,2015,"south dakota"
"hh4","46","hrntval",157005431.26,2015,"south dakota"
"hh5","46","hrntval",136529755.52,2015,"south dakota"
"hh1","47","hrntval",75749844.62,2015,"tennessee"
"hh2","47","hrntval",155176026.76,2015,"tennessee"
"hh3","47","hrntval",75638537.98,2015,"tennessee"
"hh4","47","hrntval",190091424.36,2015,"tennessee"
"hh5","47","hrntval",625405153.3,2015,"tennessee"
"hh1","48","hrntval",186251195.72,2015,"texas"
"hh2","48","hrntval",483972159.34,2015,"texas"
"hh3","48","hrntval",318879650.89,2015,"texas"
"hh4","48","hrntval",2624204702.34,2015,"texas"
"hh5","48","hrntval",3689303394.89,2015,"texas"
"hh1","49","hrntval",17087992,2015,"utah"
"hh2","49","hrntval",13638999,2015,"utah"
"hh3","49","hrntval",114088234.42,2015,"utah"
"hh4","49","hrntval",330073096.24,2015,"utah"
"hh5","49","hrntval",876265028.3,2015,"utah"
"hh1","50","hrntval",9092391.95,2015,"vermont"
"hh2","50","hrntval",24894986.6,2015,"vermont"
"hh3","50","hrntval",25285209.12,2015,"vermont"
"hh4","50","hrntval",92479260.54,2015,"vermont"
"hh5","50","hrntval",116921484.45,2015,"vermont"
"hh1","51","hrntval",71128074.43,2015,"virginia"
"hh2","51","hrntval",92456565.61,2015,"virginia"
"hh3","51","hrntval",268042672.46,2015,"virginia"
"hh4","51","hrntval",537383102.89,2015,"virginia"
"hh5","51","hrntval",804438635.71,2015,"virginia"
"hh1","53","hrntval",-700050.629999999,2015,"washington"
"hh2","53","hrntval",134460778.11,2015,"washington"
"hh3","53","hrntval",183000402.2,2015,"washington"
"hh4","53","hrntval",1315375003.21,2015,"washington"
"hh5","53","hrntval",1724008307.2,2015,"washington"
"hh1","54","hrntval",35447.5,2015,"west virginia"
"hh2","54","hrntval",27302553.11,2015,"west virginia"
"hh3","54","hrntval",44144228.08,2015,"west virginia"
"hh4","54","hrntval",126034781.11,2015,"west virginia"
"hh5","54","hrntval",93491910.26,2015,"west virginia"
"hh1","55","hrntval",24053666.5,2015,"wisconsin"
"hh2","55","hrntval",121377338.68,2015,"wisconsin"
"hh3","55","hrntval",81906812.41,2015,"wisconsin"
"hh4","55","hrntval",486690728.02,2015,"wisconsin"
"hh5","55","hrntval",700316127.42,2015,"wisconsin"
"hh1","56","hrntval",1865136,2015,"wyoming"
"hh2","56","hrntval",12927444.94,2015,"wyoming"
"hh3","56","hrntval",16634436.4,2015,"wyoming"
"hh4","56","hrntval",58657766.29,2015,"wyoming"
"hh5","56","hrntval",80482106.95,2015,"wyoming"
"hh1","0","hedval",6049342493.29,2015,"united states"
"hh2","0","hedval",10589715908.44,2015,"united states"
"hh3","0","hedval",11953930976.02,2015,"united states"
"hh4","0","hedval",25049810738.18,2015,"united states"
"hh5","0","hedval",14375462281.57,2015,"united states"
"hh1","1","hedval",77002780.08,2015,"alabama"
"hh2","1","hedval",220285158.5,2015,"alabama"
"hh3","1","hedval",135388303.06,2015,"alabama"
"hh4","1","hedval",414359807.75,2015,"alabama"
"hh5","1","hedval",77022186,2015,"alabama"
"hh1","2","hedval",6990134,2015,"alaska"
"hh2","2","hedval",9802119.9,2015,"alaska"
"hh3","2","hedval",11136288.4,2015,"alaska"
"hh4","2","hedval",57047408.2,2015,"alaska"
"hh5","2","hedval",38097457.82,2015,"alaska"
"hh1","4","hedval",27233261.64,2015,"arizona"
"hh2","4","hedval",316772398.05,2015,"arizona"
"hh3","4","hedval",337041569,2015,"arizona"
"hh4","4","hedval",819297840.4,2015,"arizona"
"hh5","4","hedval",94095640,2015,"arizona"
"hh1","5","hedval",82734526,2015,"arkansas"
"hh2","5","hedval",95077851.57,2015,"arkansas"
"hh3","5","hedval",55450706,2015,"arkansas"
"hh4","5","hedval",250991983,2015,"arkansas"
"hh5","5","hedval",83232924.31,2015,"arkansas"
"hh1","6","hedval",654510430.48,2015,"california"
"hh2","6","hedval",1464210749.6,2015,"california"
"hh3","6","hedval",1429138870.41,2015,"california"
"hh4","6","hedval",2596059332.38,2015,"california"
"hh5","6","hedval",2585732773.06,2015,"california"
"hh1","8","hedval",59228111,2015,"colorado"
"hh2","8","hedval",70162414.96,2015,"colorado"
"hh3","8","hedval",228365942,2015,"colorado"
"hh4","8","hedval",462332426.08,2015,"colorado"
"hh5","8","hedval",241421295.54,2015,"colorado"
"hh1","9","hedval",13291400,2015,"connecticut"
"hh2","9","hedval",30483709.5,2015,"connecticut"
"hh3","9","hedval",43603036,2015,"connecticut"
"hh4","9","hedval",523771733.7,2015,"connecticut"
"hh5","9","hedval",193848656.25,2015,"connecticut"
"hh1","10","hedval",10260043,2015,"delaware"
"hh2","10","hedval",29815004.96,2015,"delaware"
"hh3","10","hedval",1397307.7,2015,"delaware"
"hh4","10","hedval",82680121.92,2015,"delaware"
"hh5","10","hedval",28201602,2015,"delaware"
"hh1","11","hedval",15547914.38,2015,"district of columbia"
"hh2","11","hedval",43462671,2015,"district of columbia"
"hh3","11","hedval",48380240.4,2015,"district of columbia"
"hh4","11","hedval",148347399,2015,"district of columbia"
"hh5","11","hedval",110427077.69,2015,"district of columbia"
"hh1","12","hedval",265053341,2015,"florida"
"hh2","12","hedval",415214600.8,2015,"florida"
"hh3","12","hedval",432066019,2015,"florida"
"hh4","12","hedval",1278983763.25,2015,"florida"
"hh5","12","hedval",717169622,2015,"florida"
"hh1","13","hedval",334134705,2015,"georgia"
"hh2","13","hedval",316245048.05,2015,"georgia"
"hh3","13","hedval",237926481,2015,"georgia"
"hh4","13","hedval",955339336.5,2015,"georgia"
"hh5","13","hedval",328856413.5,2015,"georgia"
"hh1","15","hedval",6598988.44,2015,"hawaii"
"hh2","15","hedval",52232961.25,2015,"hawaii"
"hh3","15","hedval",33977764.5,2015,"hawaii"
"hh4","15","hedval",65379093,2015,"hawaii"
"hh5","15","hedval",59684195,2015,"hawaii"
"hh1","16","hedval",47748452.3,2015,"idaho"
"hh2","16","hedval",83016680.32,2015,"idaho"
"hh3","16","hedval",70808542.25,2015,"idaho"
"hh4","16","hedval",144689191.04,2015,"idaho"
"hh5","16","hedval",14302385.9,2015,"idaho"
"hh1","17","hedval",86918291,2015,"illinois"
"hh2","17","hedval",257318847.25,2015,"illinois"
"hh3","17","hedval",845366484,2015,"illinois"
"hh4","17","hedval",567120103.68,2015,"illinois"
"hh5","17","hedval",322352906.54,2015,"illinois"
"hh1","18","hedval",225523512,2015,"indiana"
"hh2","18","hedval",115420290.02,2015,"indiana"
"hh3","18","hedval",157184745.5,2015,"indiana"
"hh4","18","hedval",358535545.5,2015,"indiana"
"hh5","18","hedval",193937863.9,2015,"indiana"
"hh1","19","hedval",50207947,2015,"iowa"
"hh2","19","hedval",112038275,2015,"iowa"
"hh3","19","hedval",113414251,2015,"iowa"
"hh4","19","hedval",170534891.3,2015,"iowa"
"hh5","19","hedval",57331684,2015,"iowa"
"hh1","20","hedval",29280742.76,2015,"kansas"
"hh2","20","hedval",113515028,2015,"kansas"
"hh3","20","hedval",96960381,2015,"kansas"
"hh4","20","hedval",363342863,2015,"kansas"
"hh5","20","hedval",141144687.1,2015,"kansas"
"hh1","21","hedval",106864822,2015,"kentucky"
"hh2","21","hedval",233129046.1,2015,"kentucky"
"hh3","21","hedval",138010671.25,2015,"kentucky"
"hh4","21","hedval",461828167,2015,"kentucky"
"hh5","21","hedval",168817650.68,2015,"kentucky"
"hh1","22","hedval",114438332.37,2015,"louisiana"
"hh2","22","hedval",230663464.65,2015,"louisiana"
"hh3","22","hedval",31363253.52,2015,"louisiana"
"hh4","22","hedval",214905619.96,2015,"louisiana"
"hh5","22","hedval",63127026,2015,"louisiana"
"hh1","23","hedval",26963313,2015,"maine"
"hh2","23","hedval",18987915,2015,"maine"
"hh3","23","hedval",51823937,2015,"maine"
"hh4","23","hedval",139312986.8,2015,"maine"
"hh5","23","hedval",81236070,2015,"maine"
"hh1","24","hedval",61064910,2015,"maryland"
"hh2","24","hedval",562887050.1,2015,"maryland"
"hh3","24","hedval",265599104,2015,"maryland"
"hh4","24","hedval",451097392,2015,"maryland"
"hh5","24","hedval",893789528.5,2015,"maryland"
"hh1","25","hedval",43137879.58,2015,"massachusetts"
"hh2","25","hedval",81394421.61,2015,"massachusetts"
"hh3","25","hedval",266812790.98,2015,"massachusetts"
"hh4","25","hedval",446747814.9,2015,"massachusetts"
"hh5","25","hedval",549105117,2015,"massachusetts"
"hh1","26","hedval",315957646.7,2015,"michigan"
"hh2","26","hedval",419109249.54,2015,"michigan"
"hh3","26","hedval",352320397.1,2015,"michigan"
"hh4","26","hedval",1039864024.21,2015,"michigan"
"hh5","26","hedval",279876294.4,2015,"michigan"
"hh1","27","hedval",111774050,2015,"minnesota"
"hh2","27","hedval",152399609.12,2015,"minnesota"
"hh3","27","hedval",164627795,2015,"minnesota"
"hh4","27","hedval",615174841.78,2015,"minnesota"
"hh5","27","hedval",201983159,2015,"minnesota"
"hh1","28","hedval",58121058,2015,"mississippi"
"hh2","28","hedval",44396333,2015,"mississippi"
"hh3","28","hedval",83956102.6,2015,"mississippi"
"hh4","28","hedval",74277586,2015,"mississippi"
